tgl_perawatan,total_jumlah_per_hari
2020-05-09,10
2020-05-10,0
2020-05-11,117
2020-05-12,308
2020-05-13,93
2020-05-14,100
2020-05-15,58
2020-05-16,47
2020-05-17,0
2020-05-18,131
2020-05-19,252
2020-05-20,145
2020-05-21,27
2020-05-22,72
2020-05-23,18
2020-05-24,0
2020-05-25,24
2020-05-26,175
2020-05-27,84
2020-05-28,110
2020-05-29,92
2020-05-30,10
2020-05-31,27
2020-06-01,15
2020-06-02,91
2020-06-03,142
2020-06-04,20
2020-06-05,136
2020-06-06,37
2020-06-07,12
2020-06-08,116
2020-06-09,262
2020-06-10,232
2020-06-11,106
2020-06-12,151
2020-06-13,39
2020-06-14,42
2020-06-15,260
2020-06-16,0
2020-06-17,335
2020-06-18,0
2020-06-19,256
2020-06-20,1
2020-06-21,24
2020-06-22,147
2020-06-23,0
2020-06-24,210
2020-06-25,363
2020-06-26,214
2020-06-27,76
2020-06-28,30
2020-06-29,199
2020-06-30,0
2020-07-01,196
2020-07-02,282
2020-07-03,136
2020-07-04,64
2020-07-05,65
2020-07-06,147
2020-07-07,322
2020-07-08,256
2020-07-09,20
2020-07-10,113
2020-07-11,30
2020-07-12,76
2020-07-13,174
2020-07-14,265
2020-07-15,181
2020-07-16,82
2020-07-17,108
2020-07-18,6
2020-07-19,10
2020-07-20,104
2020-07-21,0
2020-07-22,163
2020-07-23,78
2020-07-24,114
2020-07-25,28
2020-07-26,0
2020-07-27,154
2020-07-28,373
2020-07-29,274
2020-07-30,0
2020-07-31,18
2020-08-01,14
2020-08-02,30
2020-08-03,15
2020-08-04,0
2020-08-05,257
2020-08-06,190
2020-08-07,139
2020-08-08,41
2020-08-09,40
2020-08-10,97
2020-08-11,0
2020-08-12,77
2020-08-13,56
2020-08-14,129
2020-08-15,20
2020-08-16,27
2020-08-17,0
2020-08-18,320
2020-08-19,138
2020-08-20,0
2020-08-21,10
2020-08-22,3
2020-08-23,0
2020-08-24,202
2020-08-25,336
2020-08-26,116
2020-08-27,36
2020-08-28,78
2020-08-29,0
2020-08-30,40
2020-08-31,129
2020-09-01,231
2020-09-02,131
2020-09-03,178
2020-09-04,81
2020-09-05,93
2020-09-06,30
2020-09-07,214
2020-09-08,217
2020-09-09,132
2020-09-10,86
2020-09-11,116
2020-09-12,20
2020-09-13,10
2020-09-14,262
2020-09-15,138
2020-09-16,27
2020-09-17,70
2020-09-18,195
2020-09-19,12
2020-09-20,0
2020-09-21,231
2020-09-22,236
2020-09-23,148
2020-09-24,92
2020-09-25,250
2020-09-26,20
2020-09-27,40
2020-09-28,86
2020-09-29,354
2020-09-30,85
2020-10-01,81
2020-10-02,137
2020-10-03,0
2020-10-04,18
2020-10-05,229
2020-10-06,330
2020-10-07,165
2020-10-08,75
2020-10-09,100
2020-10-10,8
2020-10-11,2
2020-10-12,167
2020-10-13,0
2020-10-14,61
2020-10-15,97
2020-10-16,145
2020-10-17,0
2020-10-18,0
2020-10-19,135
2020-10-20,230
2020-10-21,6
2020-10-22,0
2020-10-23,0
2020-10-24,0
2020-10-25,0
2020-10-26,0
2020-10-27,0
2020-10-28,0
2020-10-29,0
2020-10-30,0
2020-10-31,3
2020-11-01,0
2020-11-02,0
2020-11-03,0
2020-11-04,0
2020-11-05,0
2020-11-06,0
2020-11-07,0
2020-11-08,0
2020-11-09,0
2020-11-10,0
2020-11-11,0
2020-11-12,0
2020-11-13,0
2020-11-14,0
2020-11-15,0
2020-11-16,0
2020-11-17,0
2020-11-18,4
2020-11-19,0
2020-11-20,0
2020-11-21,0
2020-11-22,0
2020-11-23,0
2020-11-24,0
2020-11-25,20
2020-11-26,0
2020-11-27,35
2020-11-28,0
2020-11-29,0
2020-11-30,169
2020-12-01,156
2020-12-02,39
2020-12-03,44
2020-12-04,6
2020-12-05,0
2020-12-06,0
2020-12-07,94
2020-12-08,70
2020-12-09,10
2020-12-10,76
2020-12-11,45
2020-12-12,60
2020-12-13,0
2020-12-14,93
2020-12-15,73
2020-12-16,80
2020-12-17,81
2020-12-18,45
2020-12-19,0
2020-12-20,0
2020-12-21,344
2020-12-22,162
2020-12-23,103
2020-12-24,15
2020-12-25,5
2020-12-26,10
2020-12-27,2
2020-12-28,276
2020-12-29,0
2020-12-30,254
2020-12-31,0
2021-01-01,0
2021-01-02,10
2021-01-03,0
2021-01-04,173
2021-01-05,199
2021-01-06,241
2021-01-07,94
2021-01-08,96
2021-01-09,10
2021-01-10,10
2021-01-11,315
2021-01-12,357
2021-01-13,247
2021-01-14,76
2021-01-15,113
2021-01-16,20
2021-01-17,0
2021-01-18,0
2021-01-19,0
2021-01-20,246
2021-01-21,286
2021-01-22,201
2021-01-23,0
2021-01-24,30
2021-01-25,0
2021-01-26,0
2021-01-27,0
2021-01-28,240
2021-01-29,81
2021-01-30,21
2021-01-31,67
2021-02-01,0
2021-02-02,383
2021-02-03,0
2021-02-04,98
2021-02-05,60
2021-02-06,10
2021-02-07,0
2021-02-08,0
2021-02-09,237
2021-02-10,223
2021-02-11,156
2021-02-12,34
2021-02-13,0
2021-02-14,10
2021-02-15,0
2021-02-16,276
2021-02-17,297
2021-02-18,165
2021-02-19,142
2021-02-20,22
2021-02-21,20
2021-02-22,0
2021-02-23,377
2021-02-24,139
2021-02-25,189
2021-02-26,51
2021-02-27,40
2021-02-28,12
2021-03-01,0
2021-03-02,257
2021-03-03,120
2021-03-04,41
2021-03-05,67
2021-03-06,10
2021-03-07,34
2021-03-08,0
2021-03-09,105
2021-03-10,182
2021-03-11,36
2021-03-12,80
2021-03-13,0
2021-03-14,10
2021-03-15,268
2021-03-16,285
2021-03-17,159
2021-03-18,87
2021-03-19,67
2021-03-20,0
2021-03-21,27
2021-03-22,196
2021-03-23,108
2021-03-24,103
2021-03-25,199
2021-03-26,133
2021-03-27,10
2021-03-28,0
2021-03-29,294
2021-03-30,147
2021-03-31,209
2021-04-01,98
2021-04-02,46
2021-04-03,15
2021-04-04,6
2021-04-05,219
2021-04-06,101
2021-04-07,127
2021-04-08,109
2021-04-09,61
2021-04-10,0
2021-04-11,0
2021-04-12,162
2021-04-13,168
2021-04-14,78
2021-04-15,96
2021-04-16,56
2021-04-17,119
2021-04-18,26
2021-04-19,250
2021-04-20,135
2021-04-21,117
2021-04-22,170
2021-04-23,56
2021-04-24,0
2021-04-25,0
2021-04-26,190
2021-04-27,227
2021-04-28,151
2021-04-29,116
2021-04-30,129
2021-05-01,0
2021-05-02,8
2021-05-03,83
2021-05-04,204
2021-05-05,144
2021-05-06,86
2021-05-07,58
2021-05-08,12
2021-05-09,10
2021-05-10,233
2021-05-11,165
2021-05-12,6
2021-05-13,0
2021-05-14,15
2021-05-15,10
2021-05-16,45
2021-05-17,124
2021-05-18,84
2021-05-19,30
2021-05-20,39
2021-05-21,32
2021-05-22,12
2021-05-23,18
2021-05-24,255
2021-05-25,143
2021-05-26,20
2021-05-27,89
2021-05-28,24
2021-05-29,27
2021-05-30,20
2021-05-31,82
2021-06-01,50
2021-06-02,272
2021-06-03,76
2021-06-04,60
2021-06-05,0
2021-06-06,17
2021-06-07,149
2021-06-08,74
2021-06-09,250
2021-06-10,85
2021-06-11,40
2021-06-12,0
2021-06-13,0
2021-06-14,247
2021-06-15,61
2021-06-16,192
2021-06-17,73
2021-06-18,143
2021-06-19,40
2021-06-20,6
2021-06-21,169
2021-06-22,337
2021-06-23,220
2021-06-24,64
2021-06-25,45
2021-06-26,10
2021-06-27,55
2021-06-28,234
2021-06-29,153
2021-06-30,174
2021-07-01,74
2021-07-02,40
2021-07-03,68
2021-07-04,0
2021-07-05,253
2021-07-06,336
2021-07-07,103
2021-07-08,108
2021-07-09,112
2021-07-10,26
2021-07-11,45
2021-07-12,185
2021-07-13,375
2021-07-14,228
2021-07-15,51
2021-07-16,70
2021-07-17,10
2021-07-18,19
2021-07-19,256
2021-07-20,0
2021-07-21,100
2021-07-22,39
2021-07-23,38
2021-07-24,29
2021-07-25,8
2021-07-26,298
2021-07-27,301
2021-07-28,138
2021-07-29,34
2021-07-30,65
2021-07-31,20
2021-08-01,0
2021-08-02,188
2021-08-03,128
2021-08-04,91
2021-08-05,63
2021-08-06,181
2021-08-07,15
2021-08-08,3
2021-08-09,0
2021-08-10,154
2021-08-11,10
2021-08-12,169
2021-08-13,84
2021-08-14,15
2021-08-15,15
2021-08-16,388
2021-08-17,0
2021-08-18,0
2021-08-19,40
2021-08-20,30
2021-08-21,19
2021-08-22,0
2021-08-23,20
2021-08-24,30
2021-08-25,10
2021-08-26,10
2021-08-27,0
2021-08-28,40
2021-08-29,60
2021-08-30,168
2021-08-31,354
2021-09-01,177
2021-09-02,124
2021-09-03,40
2021-09-04,40
2021-09-05,10
2021-09-06,363
2021-09-07,323
2021-09-08,116
2021-09-09,90
2021-09-10,144
2021-09-11,0
2021-09-12,24
2021-09-13,134
2021-09-14,264
2021-09-15,88
2021-09-16,69
2021-09-17,50
2021-09-18,29
2021-09-19,0
2021-09-20,186
2021-09-21,101
2021-09-22,48
2021-09-23,14
2021-09-24,20
2021-09-25,0
2021-09-26,75
2021-09-27,0
2021-09-28,0
2021-09-29,55
2021-09-30,93
2021-10-01,30
2021-10-02,51
2021-10-03,0
2021-10-04,147
2021-10-05,121
2021-10-06,121
2021-10-07,69
2021-10-08,25
2021-10-09,0
2021-10-10,15
2021-10-11,314
2021-10-12,125
2021-10-13,139
2021-10-14,107
2021-10-15,20
2021-10-16,16
2021-10-17,10
2021-10-18,132
2021-10-19,135
2021-10-20,20
2021-10-21,191
2021-10-22,40
2021-10-23,0
2021-10-24,0
2021-10-25,266
2021-10-26,299
2021-10-27,40
2021-10-28,104
2021-10-29,14
2021-10-30,35
2021-10-31,0
2021-11-01,230
2021-11-02,179
2021-11-03,49
2021-11-04,67
2021-11-05,65
2021-11-06,10
2021-11-07,0
2021-11-08,153
2021-11-09,70
2021-11-10,120
2021-11-11,307
2021-11-12,84
2021-11-13,0
2021-11-14,21
2021-11-15,369
2021-11-16,0
2021-11-17,66
2021-11-18,245
2021-11-19,60
2021-11-20,0
2021-11-21,6
2021-11-22,318
2021-11-23,0
2021-11-24,97
2021-11-25,54
2021-11-26,289
2021-11-27,26
2021-11-28,71
2021-11-29,270
2021-11-30,170
2021-12-01,153
2021-12-02,110
2021-12-03,70
2021-12-04,44
2021-12-05,30
2021-12-06,271
2021-12-07,0
2021-12-08,213
2021-12-09,330
2021-12-10,174
2021-12-11,43
2021-12-12,20
2021-12-13,0
2021-12-14,0
2021-12-15,355
2021-12-16,360
2021-12-17,141
2021-12-18,30
2021-12-19,41
2021-12-20,35
2021-12-21,148
2021-12-22,35
2021-12-23,30
2021-12-24,55
2021-12-25,70
2021-12-26,44
2021-12-27,67
2021-12-28,54
2021-12-29,45
2021-12-30,10
2021-12-31,78
2022-01-01,119
2022-01-02,0
2022-01-03,184
2022-01-04,149
2022-01-05,16
2022-01-06,49
2022-01-07,93
2022-01-08,41
2022-01-09,17
2022-01-10,40
2022-01-11,55
2022-01-12,101
2022-01-13,30
2022-01-14,33
2022-01-15,10
2022-01-16,65
2022-01-17,127
2022-01-18,20
2022-01-19,75
2022-01-20,5
2022-01-21,0
2022-01-22,0
2022-01-23,0
2022-01-24,18
2022-01-25,378
2022-01-26,164
2022-01-27,80
2022-01-28,96
2022-01-29,44
2022-01-30,39
2022-01-31,184
2022-02-01,51
2022-02-02,263
2022-02-03,80
2022-02-04,60
2022-02-05,6
2022-02-06,35
2022-02-07,171
2022-02-08,136
2022-02-09,192
2022-02-10,357
2022-02-11,63
2022-02-12,23
2022-02-13,9
2022-02-14,232
2022-02-15,132
2022-02-16,218
2022-02-17,162
2022-02-18,237
2022-02-19,0
2022-02-20,0
2022-02-21,285
2022-02-22,24
2022-02-23,187
2022-02-24,232
2022-02-25,61
2022-02-26,0
2022-02-27,30
2022-02-28,0
2022-03-01,143
2022-03-02,187
2022-03-03,22
2022-03-04,40
2022-03-05,1
2022-03-06,54
2022-03-07,239
2022-03-08,198
2022-03-09,180
2022-03-10,53
2022-03-11,40
2022-03-12,0
2022-03-13,10
2022-03-14,82
2022-03-15,170
2022-03-16,60
2022-03-17,17
2022-03-18,50
2022-03-19,0
2022-03-20,10
2022-03-21,128
2022-03-22,189
2022-03-23,218
2022-03-24,34
2022-03-25,93
2022-03-26,10
2022-03-27,10
2022-03-28,182
2022-03-29,96
2022-03-30,122
2022-03-31,26
2022-04-01,34
2022-04-02,0
2022-04-03,50
2022-04-04,92
2022-04-05,143
2022-04-06,78
2022-04-07,72
2022-04-08,43
2022-04-09,0
2022-04-10,0
2022-04-11,256
2022-04-12,110
2022-04-13,200
2022-04-14,188
2022-04-15,24
2022-04-16,0
2022-04-17,0
2022-04-18,241
2022-04-19,199
2022-04-20,239
2022-04-21,84
2022-04-22,70
2022-04-23,16
2022-04-24,0
2022-04-25,217
2022-04-26,236
2022-04-27,310
2022-04-28,38
2022-04-29,0
2022-04-30,67
2022-05-01,25
2022-05-02,27
2022-05-03,20
2022-05-04,15
2022-05-05,37
2022-05-06,82
2022-05-07,0
2022-05-08,6
2022-05-09,13
2022-05-10,42
2022-05-11,15
2022-05-12,13
2022-05-13,36
2022-05-14,79
2022-05-15,35
2022-05-16,10
2022-05-17,62
2022-05-18,126
2022-05-19,50
2022-05-20,10
2022-05-21,20
2022-05-22,10
2022-05-23,140
2022-05-24,0
2022-05-25,197
2022-05-26,34
2022-05-27,45
2022-05-28,30
2022-05-29,0
2022-05-30,83
2022-05-31,0
2022-06-01,10
2022-06-02,135
2022-06-03,10
2022-06-04,25
2022-06-05,0
2022-06-06,62
2022-06-07,313
2022-06-08,38
2022-06-09,337
2022-06-10,73
2022-06-11,18
2022-06-12,0
2022-06-13,143
2022-06-14,170
2022-06-15,26
2022-06-16,72
2022-06-17,10
2022-06-18,0
2022-06-19,15
2022-06-20,205
2022-06-21,0
2022-06-22,44
2022-06-23,122
2022-06-24,38
2022-06-25,10
2022-06-26,15
2022-06-27,100
2022-06-28,0
2022-06-29,96
2022-06-30,148
2022-07-01,38
2022-07-02,15
2022-07-03,22
2022-07-04,140
2022-07-05,0
2022-07-06,68
2022-07-07,118
2022-07-08,130
2022-07-09,34
2022-07-10,10
2022-07-11,0
2022-07-12,28
2022-07-13,92
2022-07-14,280
2022-07-15,73
2022-07-16,0
2022-07-17,34
2022-07-18,86
2022-07-19,375
2022-07-20,176
2022-07-21,260
2022-07-22,36
2022-07-23,52
2022-07-24,2
2022-07-25,50
2022-07-26,15
2022-07-27,35
2022-07-28,0
2022-07-29,45
2022-07-30,20
2022-07-31,10
