tgl_perawatan,total_jumlah_per_hari
2021-05-08,0
2021-05-09,0
2021-05-10,29
2021-05-11,91
2021-05-12,0
2021-05-13,0
2021-05-14,0
2021-05-15,0
2021-05-16,58
2021-05-17,56
2021-05-18,106
2021-05-19,43
2021-05-20,92
2021-05-21,26
2021-05-22,10
2021-05-23,0
2021-05-24,171
2021-05-25,100
2021-05-26,3
2021-05-27,248
2021-05-28,35
2021-05-29,5
2021-05-30,22
2021-05-31,138
2021-06-01,2
2021-06-02,123
2021-06-03,240
2021-06-04,0
2021-06-05,12
2021-06-06,15
2021-06-07,151
2021-06-08,33
2021-06-09,102
2021-06-10,208
2021-06-11,21
2021-06-12,0
2021-06-13,0
2021-06-14,70
2021-06-15,56
2021-06-16,64
2021-06-17,182
2021-06-18,14
2021-06-19,0
2021-06-20,0
2021-06-21,108
2021-06-22,57
2021-06-23,108
2021-06-24,121
2021-06-25,32
2021-06-26,10
2021-06-27,0
2021-06-28,163
2021-06-29,49
2021-06-30,108
2021-07-01,141
2021-07-02,0
2021-07-03,12
2021-07-04,0
2021-07-05,119
2021-07-06,7
2021-07-07,39
2021-07-08,126
2021-07-09,23
2021-07-10,2
2021-07-11,0
2021-07-12,154
2021-07-13,129
2021-07-14,28
2021-07-15,127
2021-07-16,14
2021-07-17,10
2021-07-18,0
2021-07-19,0
2021-07-20,0
2021-07-21,123
2021-07-22,131
2021-07-23,36
2021-07-24,15
2021-07-25,5
2021-07-26,24
2021-07-27,17
2021-07-28,82
2021-07-29,152
2021-07-30,23
2021-07-31,3
2021-08-01,3
2021-08-02,83
2021-08-03,35
2021-08-04,147
2021-08-05,128
2021-08-06,0
2021-08-07,15
2021-08-08,0
2021-08-09,81
2021-08-10,77
2021-08-11,0
2021-08-12,184
2021-08-13,14
2021-08-14,3
2021-08-15,2
2021-08-16,130
2021-08-17,9
2021-08-18,100
2021-08-19,217
2021-08-20,8
2021-08-21,2
2021-08-22,2
2021-08-23,98
2021-08-24,78
2021-08-25,140
2021-08-26,266
2021-08-27,49
2021-08-28,0
2021-08-29,10
2021-08-30,171
2021-08-31,76
2021-09-01,246
2021-09-02,325
2021-09-03,14
2021-09-04,0
2021-09-05,14
2021-09-06,127
2021-09-07,104
2021-09-08,220
2021-09-09,357
2021-09-10,27
2021-09-11,3
2021-09-12,1
2021-09-13,128
2021-09-14,125
2021-09-15,248
2021-09-16,350
2021-09-17,28
2021-09-18,0
2021-09-19,0
2021-09-20,91
2021-09-21,197
2021-09-22,126
2021-09-23,340
2021-09-24,21
2021-09-25,0
2021-09-26,29
2021-09-27,167
2021-09-28,128
2021-09-29,92
2021-09-30,262
2021-10-01,11
2021-10-02,5
2021-10-03,3
2021-10-04,90
2021-10-05,26
2021-10-06,26
2021-10-07,0
2021-10-08,22
2021-10-09,10
2021-10-10,3
2021-10-11,0
2021-10-12,0
2021-10-13,1
2021-10-14,0
2021-10-15,10
2021-10-16,0
2021-10-17,0
2021-10-18,0
2021-10-19,7
2021-10-20,0
2021-10-21,14
2021-10-22,3
2021-10-23,7
2021-10-24,2
2021-10-25,17
2021-10-26,32
2021-10-27,21
2021-10-28,32
2021-10-29,0
2021-10-30,4
2021-10-31,2
2021-11-01,3
2021-11-02,7
2021-11-03,3
2021-11-04,30
2021-11-05,0
2021-11-06,0
2021-11-07,15
2021-11-08,0
2021-11-09,0
2021-11-10,0
2021-11-11,12
2021-11-12,6
2021-11-13,0
2021-11-14,0
2021-11-15,15
2021-11-16,0
2021-11-17,0
2021-11-18,0
2021-11-19,0
2021-11-20,0
2021-11-21,0
2021-11-22,0
2021-11-23,30
2021-11-24,1
2021-11-25,5
2021-11-26,111
2021-11-27,30
2021-11-28,0
2021-11-29,28
2021-11-30,73
2021-12-01,96
2021-12-02,161
2021-12-03,34
2021-12-04,0
2021-12-05,10
2021-12-06,157
2021-12-07,132
2021-12-08,107
2021-12-09,316
2021-12-10,53
2021-12-11,0
2021-12-12,0
2021-12-13,119
2021-12-14,195
2021-12-15,216
2021-12-16,132
2021-12-17,106
2021-12-18,30
2021-12-19,0
2021-12-20,183
2021-12-21,184
2021-12-22,193
2021-12-23,249
2021-12-24,65
2021-12-25,11
2021-12-26,11
2021-12-27,126
2021-12-28,235
2021-12-29,249
2021-12-30,16
2021-12-31,22
2022-01-01,0
2022-01-02,9
2022-01-03,75
2022-01-04,185
2022-01-05,234
2022-01-06,329
2022-01-07,146
2022-01-08,0
2022-01-09,8
2022-01-10,121
2022-01-11,245
2022-01-12,293
2022-01-13,335
2022-01-14,48
2022-01-15,21
2022-01-16,10
2022-01-17,169
2022-01-18,306
2022-01-19,89
2022-01-20,33
2022-01-21,2
2022-01-22,2
2022-01-23,3
2022-01-24,10
2022-01-25,0
2022-01-26,1
2022-01-27,30
2022-01-28,0
2022-01-29,0
2022-01-30,1
2022-01-31,0
2022-02-01,6
2022-02-02,30
2022-02-03,15
2022-02-04,0
2022-02-05,0
2022-02-06,9
2022-02-07,0
2022-02-08,0
2022-02-09,0
2022-02-10,0
2022-02-11,15
2022-02-12,0
2022-02-13,0
2022-02-14,10
2022-02-15,0
2022-02-16,0
2022-02-17,0
2022-02-18,10
2022-02-19,0
2022-02-20,0
2022-02-21,32
2022-02-22,42
2022-02-23,58
2022-02-24,81
2022-02-25,136
2022-02-26,16
2022-02-27,9
2022-02-28,31
2022-03-01,186
2022-03-02,43
2022-03-03,0
2022-03-04,60
2022-03-05,0
2022-03-06,0
2022-03-07,114
2022-03-08,70
2022-03-09,59
2022-03-10,67
2022-03-11,67
2022-03-12,0
2022-03-13,0
2022-03-14,70
2022-03-15,77
2022-03-16,15
2022-03-17,58
2022-03-18,60
2022-03-19,24
2022-03-20,0
2022-03-21,42
2022-03-22,108
2022-03-23,38
2022-03-24,36
2022-03-25,0
2022-03-26,15
2022-03-27,15
2022-03-28,70
2022-03-29,105
2022-03-30,54
2022-03-31,72
2022-04-01,17
2022-04-02,0
2022-04-03,1
2022-04-04,79
2022-04-05,175
2022-04-06,239
2022-04-07,127
2022-04-08,7
2022-04-09,5
2022-04-10,0
2022-04-11,84
2022-04-12,301
2022-04-13,150
2022-04-14,169
2022-04-15,0
2022-04-16,12
2022-04-17,1
2022-04-18,126
2022-04-19,205
2022-04-20,147
2022-04-21,168
2022-04-22,40
2022-04-23,2
2022-04-24,2
2022-04-25,248
2022-04-26,0
2022-04-27,0
2022-04-28,170
2022-04-29,0
2022-04-30,0
2022-05-01,0
2022-05-02,0
2022-05-03,0
2022-05-04,0
2022-05-05,0
2022-05-06,17
2022-05-07,23
2022-05-08,2
2022-05-09,141
2022-05-10,288
2022-05-11,178
2022-05-12,94
2022-05-13,36
2022-05-14,15
2022-05-15,0
2022-05-16,30
2022-05-17,308
2022-05-18,326
2022-05-19,94
2022-05-20,136
2022-05-21,30
2022-05-22,0
2022-05-23,28
2022-05-24,270
2022-05-25,0
2022-05-26,50
2022-05-27,60
2022-05-28,19
2022-05-29,18
2022-05-30,70
2022-05-31,293
2022-06-01,10
2022-06-02,295
2022-06-03,40
2022-06-04,10
2022-06-05,4
2022-06-06,85
2022-06-07,264
2022-06-08,64
2022-06-09,278
2022-06-10,0
2022-06-11,25
2022-06-12,0
2022-06-13,42
2022-06-14,153
2022-06-15,91
2022-06-16,215
2022-06-17,11
2022-06-18,12
2022-06-19,17
2022-06-20,19
2022-06-21,13
2022-06-22,2
2022-06-23,12
2022-06-24,15
2022-06-25,0
2022-06-26,0
2022-06-27,0
2022-06-28,0
2022-06-29,70
2022-06-30,75
2022-07-01,0
2022-07-02,19
2022-07-03,0
2022-07-04,126
2022-07-05,30
2022-07-06,178
2022-07-07,167
2022-07-08,40
2022-07-09,0
2022-07-10,0
2022-07-11,1
2022-07-12,10
2022-07-13,168
2022-07-14,74
2022-07-15,1
2022-07-16,23
2022-07-17,2
2022-07-18,101
2022-07-19,18
2022-07-20,176
2022-07-21,82
2022-07-22,11
2022-07-23,27
2022-07-24,14
2022-07-25,99
2022-07-26,131
2022-07-27,284
2022-07-28,58
2022-07-29,2
2022-07-30,0
2022-07-31,16
2022-08-01,119
2022-08-02,119
2022-08-03,209
2022-08-04,117
2022-08-05,47
2022-08-06,14
2022-08-07,5
2022-08-08,121
2022-08-09,72
2022-08-10,209
2022-08-11,136
2022-08-12,7
2022-08-13,8
2022-08-14,0
2022-08-15,107
2022-08-16,164
2022-08-17,18
2022-08-18,247
2022-08-19,10
2022-08-20,1
2022-08-21,0
2022-08-22,57
2022-08-23,178
2022-08-24,89
2022-08-25,220
2022-08-26,18
2022-08-27,3
2022-08-28,4
2022-08-29,98
2022-08-30,314
2022-08-31,188
2022-09-01,236
2022-09-02,6
2022-09-03,6
2022-09-04,12
2022-09-05,137
2022-09-06,232
2022-09-07,103
2022-09-08,277
2022-09-09,9
2022-09-10,14
2022-09-11,7
2022-09-12,93
2022-09-13,189
2022-09-14,121
2022-09-15,287
2022-09-16,75
2022-09-17,6
2022-09-18,24
2022-09-19,118
2022-09-20,183
2022-09-21,164
2022-09-22,298
2022-09-23,14
2022-09-24,2
2022-09-25,2
2022-09-26,170
2022-09-27,227
2022-09-28,174
2022-09-29,261
2022-09-30,42
2022-10-01,0
2022-10-02,26
2022-10-03,23
2022-10-04,172
2022-10-05,43
2022-10-06,58
2022-10-07,75
2022-10-08,45
2022-10-09,0
2022-10-10,134
2022-10-11,0
2022-10-12,101
2022-10-13,118
2022-10-14,28
2022-10-15,34
2022-10-16,14
2022-10-17,164
2022-10-18,339
2022-10-19,186
2022-10-20,238
2022-10-21,25
2022-10-22,4
2022-10-23,17
2022-10-24,219
2022-10-25,286
2022-10-26,165
2022-10-27,165
2022-10-28,16
2022-10-29,8
2022-10-30,10
2022-10-31,221
2022-11-01,273
2022-11-02,151
2022-11-03,44
2022-11-04,17
2022-11-05,0
2022-11-06,37
2022-11-07,35
2022-11-08,250
2022-11-09,292
2022-11-10,193
2022-11-11,55
2022-11-12,30
2022-11-13,6
2022-11-14,258
2022-11-15,0
2022-11-16,343
2022-11-17,274
2022-11-18,24
2022-11-19,0
2022-11-20,2
2022-11-21,275
2022-11-22,364
2022-11-23,292
2022-11-24,362
2022-11-25,11
2022-11-26,59
2022-11-27,4
2022-11-28,227
2022-11-29,219
2022-11-30,293
2022-12-01,344
2022-12-02,53
2022-12-03,18
2022-12-04,6
2022-12-05,249
2022-12-06,305
2022-12-07,244
2022-12-08,242
2022-12-09,29
2022-12-10,11
2022-12-11,7
2022-12-12,268
2022-12-13,303
2022-12-14,247
2022-12-15,233
2022-12-16,61
2022-12-17,40
2022-12-18,13
2022-12-19,141
2022-12-20,292
2022-12-21,283
2022-12-22,297
2022-12-23,64
2022-12-24,11
2022-12-25,17
2022-12-26,48
2022-12-27,198
2022-12-28,261
2022-12-29,82
2022-12-30,47
2022-12-31,5
