tgl_perawatan,total_jumlah_per_hari
2021-06-04,44
2021-06-05,0
2021-06-06,14
2021-06-07,116
2021-06-08,31
2021-06-09,68
2021-06-10,24
2021-06-11,89
2021-06-12,8
2021-06-13,0
2021-06-14,96
2021-06-15,6
2021-06-16,60
2021-06-17,60
2021-06-18,52
2021-06-19,10
2021-06-20,0
2021-06-21,95
2021-06-22,77
2021-06-23,45
2021-06-24,20
2021-06-25,51
2021-06-26,30
2021-06-27,32
2021-06-28,175
2021-06-29,75
2021-06-30,96
2021-07-01,34
2021-07-02,32
2021-07-03,30
2021-07-04,10
2021-07-05,80
2021-07-06,102
2021-07-07,76
2021-07-08,58
2021-07-09,120
2021-07-10,20
2021-07-11,30
2021-07-12,122
2021-07-13,113
2021-07-14,40
2021-07-15,70
2021-07-16,64
2021-07-17,10
2021-07-18,12
2021-07-19,153
2021-07-20,40
2021-07-21,30
2021-07-22,30
2021-07-23,10
2021-07-24,0
2021-07-25,0
2021-07-26,170
2021-07-27,35
2021-07-28,87
2021-07-29,44
2021-07-30,30
2021-07-31,36
2021-08-01,0
2021-08-02,124
2021-08-03,35
2021-08-04,39
2021-08-05,20
2021-08-06,90
2021-08-07,0
2021-08-08,2
2021-08-09,160
2021-08-10,139
2021-08-11,0
2021-08-12,27
2021-08-13,109
2021-08-14,12
2021-08-15,10
2021-08-16,0
2021-08-17,2
2021-08-18,30
2021-08-19,43
2021-08-20,20
2021-08-21,18
2021-08-22,22
2021-08-23,218
2021-08-24,124
2021-08-25,20
2021-08-26,42
2021-08-27,64
2021-08-28,10
2021-08-29,0
2021-08-30,90
2021-08-31,105
2021-09-01,18
2021-09-02,10
2021-09-03,10
2021-09-04,0
2021-09-05,0
2021-09-06,7
2021-09-07,3
2021-09-08,0
2021-09-09,20
2021-09-10,0
2021-09-11,10
2021-09-12,0
2021-09-13,4
2021-09-14,20
2021-09-15,0
2021-09-16,0
2021-09-17,0
2021-09-18,0
2021-09-19,0
2021-09-20,10
2021-09-21,2
2021-09-22,7
2021-09-23,0
2021-09-24,12
2021-09-25,0
2021-09-26,0
2021-09-27,0
2021-09-28,0
2021-09-29,14
2021-09-30,0
2021-10-01,10
2021-10-02,0
2021-10-03,0
2021-10-04,43
2021-10-05,31
2021-10-06,10
2021-10-07,14
2021-10-08,0
2021-10-09,0
2021-10-10,0
2021-10-11,15
2021-10-12,0
2021-10-13,10
2021-10-14,0
2021-10-15,0
2021-10-16,0
2021-10-17,0
2021-10-18,0
2021-10-19,0
2021-10-20,0
2021-10-21,0
2021-10-22,0
2021-10-23,0
2021-10-24,0
2021-10-25,0
2021-10-26,0
2021-10-27,0
2021-10-28,0
2021-10-29,0
2021-10-30,0
2021-10-31,0
2021-11-01,0
2021-11-02,2
2021-11-03,0
2021-11-04,0
2021-11-05,0
2021-11-06,0
2021-11-07,0
2021-11-08,0
2021-11-09,0
2021-11-10,0
2021-11-11,0
2021-11-12,0
2021-11-13,0
2021-11-14,0
2021-11-15,0
2021-11-16,0
2021-11-17,0
2021-11-18,0
2021-11-19,0
2021-11-20,0
2021-11-21,0
2021-11-22,0
2021-11-23,0
2021-11-24,0
2021-11-25,0
2021-11-26,0
2021-11-27,0
2021-11-28,0
2021-11-29,0
2021-11-30,0
2021-12-01,0
2021-12-02,0
2021-12-03,0
2021-12-04,0
2021-12-05,0
2021-12-06,0
2021-12-07,0
2021-12-08,0
2021-12-09,0
2021-12-10,0
2021-12-11,0
2021-12-12,0
2021-12-13,0
2021-12-14,0
2021-12-15,0
2021-12-16,0
2021-12-17,0
2021-12-18,0
2021-12-19,0
2021-12-20,0
2021-12-21,0
2021-12-22,0
2021-12-23,0
2021-12-24,0
2021-12-25,0
2021-12-26,0
2021-12-27,0
2021-12-28,0
2021-12-29,0
2021-12-30,0
2021-12-31,0
2022-01-01,0
2022-01-02,0
2022-01-03,0
2022-01-04,8
2022-01-05,0
2022-01-06,0
2022-01-07,0
2022-01-08,0
2022-01-09,0
2022-01-10,0
2022-01-11,0
2022-01-12,0
2022-01-13,0
2022-01-14,0
2022-01-15,0
2022-01-16,0
2022-01-17,0
2022-01-18,0
2022-01-19,0
2022-01-20,0
2022-01-21,0
2022-01-22,0
2022-01-23,0
2022-01-24,0
2022-01-25,0
2022-01-26,0
2022-01-27,0
2022-01-28,0
2022-01-29,0
2022-01-30,0
2022-01-31,0
2022-02-01,2
2022-02-02,0
2022-02-03,35
2022-02-04,30
2022-02-05,20
2022-02-06,0
2022-02-07,106
2022-02-08,130
2022-02-09,46
2022-02-10,73
2022-02-11,16
2022-02-12,26
2022-02-13,22
2022-02-14,92
2022-02-15,150
2022-02-16,72
2022-02-17,50
2022-02-18,93
2022-02-19,60
2022-02-20,40
2022-02-21,98
2022-02-22,110
2022-02-23,62
2022-02-24,20
2022-02-25,134
2022-02-26,18
2022-02-27,10
2022-02-28,30
2022-03-01,109
2022-03-02,96
2022-03-03,16
2022-03-04,24
2022-03-05,6
2022-03-06,10
2022-03-07,34
2022-03-08,209
2022-03-09,42
2022-03-10,50
2022-03-11,30
2022-03-12,10
2022-03-13,40
2022-03-14,17
2022-03-15,192
2022-03-16,20
2022-03-17,49
2022-03-18,40
2022-03-19,20
2022-03-20,10
2022-03-21,46
2022-03-22,209
2022-03-23,93
2022-03-24,210
2022-03-25,78
2022-03-26,30
2022-03-27,30
2022-03-28,188
2022-03-29,160
2022-03-30,16
2022-03-31,84
2022-04-01,50
2022-04-02,10
2022-04-03,20
2022-04-04,75
2022-04-05,123
2022-04-06,41
2022-04-07,108
2022-04-08,62
2022-04-09,71
2022-04-10,10
2022-04-11,50
2022-04-12,2
2022-04-13,10
2022-04-14,60
2022-04-15,20
2022-04-16,12
2022-04-17,21
2022-04-18,21
2022-04-19,42
2022-04-20,10
2022-04-21,27
2022-04-22,0
2022-04-23,10
2022-04-24,6
2022-04-25,13
2022-04-26,3
2022-04-27,0
2022-04-28,10
2022-04-29,81
2022-04-30,66
2022-05-01,85
2022-05-02,20
2022-05-03,14
2022-05-04,4
2022-05-05,0
2022-05-06,20
2022-05-07,18
2022-05-08,20
2022-05-09,37
2022-05-10,56
2022-05-11,68
2022-05-12,125
2022-05-13,121
2022-05-14,84
2022-05-15,2
2022-05-16,30
2022-05-17,157
2022-05-18,80
2022-05-19,100
2022-05-20,40
2022-05-21,44
2022-05-22,30
2022-05-23,175
2022-05-24,124
2022-05-25,24
2022-05-26,58
2022-05-27,120
2022-05-28,44
2022-05-29,2
2022-05-30,181
2022-05-31,62
2022-06-01,42
2022-06-02,85
2022-06-03,46
2022-06-04,12
2022-06-05,47
2022-06-06,184
2022-06-07,34
2022-06-08,104
2022-06-09,192
2022-06-10,40
2022-06-11,44
2022-06-12,19
2022-06-13,0
2022-06-14,70
2022-06-15,198
2022-06-16,80
2022-06-17,10
2022-06-18,64
2022-06-19,30
2022-06-20,197
2022-06-21,170
2022-06-22,78
2022-06-23,210
2022-06-24,0
2022-06-25,78
2022-06-26,54
2022-06-27,212
2022-06-28,128
2022-06-29,44
2022-06-30,132
2022-07-01,24
2022-07-02,20
2022-07-03,74
2022-07-04,0
2022-07-05,171
2022-07-06,24
2022-07-07,40
2022-07-08,100
2022-07-09,6
2022-07-10,18
2022-07-11,0
2022-07-12,4
2022-07-13,58
2022-07-14,59
2022-07-15,55
2022-07-16,0
2022-07-17,10
2022-07-18,0
2022-07-19,79
2022-07-20,24
2022-07-21,154
2022-07-22,136
2022-07-23,96
2022-07-24,10
2022-07-25,218
2022-07-26,134
2022-07-27,38
2022-07-28,132
2022-07-29,90
2022-07-30,10
2022-07-31,10
2022-08-01,0
2022-08-02,108
2022-08-03,68
2022-08-04,178
2022-08-05,184
2022-08-06,50
2022-08-07,0
2022-08-08,0
2022-08-09,118
2022-08-10,59
2022-08-11,168
2022-08-12,48
2022-08-13,56
2022-08-14,8
2022-08-15,0
2022-08-16,211
2022-08-17,2
2022-08-18,137
2022-08-19,12
2022-08-20,4
2022-08-21,0
2022-08-22,109
2022-08-23,100
2022-08-24,24
2022-08-25,42
2022-08-26,18
2022-08-27,16
2022-08-28,2
2022-08-29,116
2022-08-30,132
2022-08-31,44
2022-09-01,126
2022-09-02,78
2022-09-03,0
2022-09-04,14
2022-09-05,0
2022-09-06,0
2022-09-07,24
2022-09-08,92
2022-09-09,34
2022-09-10,32
2022-09-11,30
2022-09-12,0
2022-09-13,198
2022-09-14,30
2022-09-15,90
2022-09-16,71
2022-09-17,12
2022-09-18,58
2022-09-19,0
2022-09-20,0
2022-09-21,55
2022-09-22,108
2022-09-23,32
2022-09-24,10
2022-09-25,38
2022-09-26,0
2022-09-27,180
2022-09-28,53
2022-09-29,200
2022-09-30,123
2022-10-01,24
2022-10-02,30
2022-10-03,35
2022-10-04,96
2022-10-05,34
2022-10-06,91
2022-10-07,15
2022-10-08,20
2022-10-09,0
2022-10-10,146
2022-10-11,98
2022-10-12,132
2022-10-13,130
2022-10-14,130
2022-10-15,30
2022-10-16,0
2022-10-17,0
2022-10-18,0
2022-10-19,60
2022-10-20,72
2022-10-21,10
2022-10-22,17
2022-10-23,58
2022-10-24,65
2022-10-25,30
2022-10-26,20
2022-10-27,20
2022-10-28,86
2022-10-29,31
2022-10-30,20
2022-10-31,43
2022-11-01,157
2022-11-02,8
2022-11-03,54
2022-11-04,12
2022-11-05,10
2022-11-06,19
2022-11-07,112
2022-11-08,56
2022-11-09,67
2022-11-10,94
2022-11-11,123
2022-11-12,39
2022-11-13,20
2022-11-14,0
2022-11-15,147
2022-11-16,50
2022-11-17,121
2022-11-18,34
2022-11-19,27
2022-11-20,4
2022-11-21,61
2022-11-22,22
2022-11-23,2
2022-11-24,2
2022-11-25,0
2022-11-26,12
2022-11-27,0
2022-11-28,10
2022-11-29,46
2022-11-30,10
2022-12-01,54
2022-12-02,53
2022-12-03,26
2022-12-04,2
2022-12-05,46
2022-12-06,139
2022-12-07,42
2022-12-08,94
2022-12-09,66
2022-12-10,2
2022-12-11,22
2022-12-12,160
2022-12-13,110
2022-12-14,24
2022-12-15,64
2022-12-16,22
2022-12-17,60
2022-12-18,16
2022-12-19,0
2022-12-20,0
2022-12-21,124
2022-12-22,62
2022-12-23,174
2022-12-24,22
2022-12-25,20
2022-12-26,154
2022-12-27,24
2022-12-28,12
2022-12-29,105
2022-12-30,2
2022-12-31,52
