tgl_perawatan,total_jumlah_per_hari
2020-05-04,67
2020-05-05,123
2020-05-06,99
2020-05-07,18
2020-05-08,249
2020-05-09,2
2020-05-10,8
2020-05-11,68
2020-05-12,136
2020-05-13,101
2020-05-14,114
2020-05-15,286
2020-05-16,5
2020-05-17,7
2020-05-18,157
2020-05-19,97
2020-05-20,107
2020-05-21,28
2020-05-22,79
2020-05-23,3
2020-05-24,10
2020-05-25,8
2020-05-26,46
2020-05-27,212
2020-05-28,220
2020-05-29,27
2020-05-30,16
2020-05-31,3
2020-06-01,100
2020-06-02,67
2020-06-03,77
2020-06-04,297
2020-06-05,361
2020-06-06,3
2020-06-07,25
2020-06-08,106
2020-06-09,120
2020-06-10,135
2020-06-11,258
2020-06-12,49
2020-06-13,0
2020-06-14,5
2020-06-15,123
2020-06-16,60
2020-06-17,187
2020-06-18,309
2020-06-19,173
2020-06-20,13
2020-06-21,5
2020-06-22,72
2020-06-23,45
2020-06-24,54
2020-06-25,25
2020-06-26,27
2020-06-27,30
2020-06-28,1
2020-06-29,15
2020-06-30,88
2020-07-01,50
2020-07-02,232
2020-07-03,207
2020-07-04,20
2020-07-05,2
2020-07-06,83
2020-07-07,119
2020-07-08,157
2020-07-09,248
2020-07-10,157
2020-07-11,0
2020-07-12,12
2020-07-13,116
2020-07-14,190
2020-07-15,115
2020-07-16,167
2020-07-17,181
2020-07-18,0
2020-07-19,6
2020-07-20,104
2020-07-21,148
2020-07-22,112
2020-07-23,155
2020-07-24,5
2020-07-25,20
2020-07-26,8
2020-07-27,0
2020-07-28,3
2020-07-29,80
2020-07-30,0
2020-07-31,0
2020-08-01,23
2020-08-02,0
2020-08-03,19
2020-08-04,108
2020-08-05,167
2020-08-06,195
2020-08-07,45
2020-08-08,0
2020-08-09,0
2020-08-10,56
2020-08-11,99
2020-08-12,129
2020-08-13,97
2020-08-14,188
2020-08-15,1
2020-08-16,10
2020-08-17,29
2020-08-18,64
2020-08-19,213
2020-08-20,0
2020-08-21,18
2020-08-22,5
2020-08-23,0
2020-08-24,86
2020-08-25,94
2020-08-26,163
2020-08-27,237
2020-08-28,255
2020-08-29,1
2020-08-30,0
2020-08-31,78
2020-09-01,88
2020-09-02,128
2020-09-03,103
2020-09-04,100
2020-09-05,23
2020-09-06,26
2020-09-07,107
2020-09-08,63
2020-09-09,70
2020-09-10,19
2020-09-11,150
2020-09-12,5
2020-09-13,18
2020-09-14,67
2020-09-15,73
2020-09-16,94
2020-09-17,108
2020-09-18,182
2020-09-19,0
2020-09-20,30
2020-09-21,85
2020-09-22,92
2020-09-23,97
2020-09-24,143
2020-09-25,108
2020-09-26,5
2020-09-27,0
2020-09-28,92
2020-09-29,139
2020-09-30,144
2020-10-01,80
2020-10-02,134
2020-10-03,0
2020-10-04,3
2020-10-05,118
2020-10-06,112
2020-10-07,128
2020-10-08,79
2020-10-09,114
2020-10-10,10
2020-10-11,0
2020-10-12,87
2020-10-13,72
2020-10-14,140
2020-10-15,129
2020-10-16,77
2020-10-17,7
2020-10-18,0
2020-10-19,113
2020-10-20,49
2020-10-21,192
2020-10-22,131
2020-10-23,131
2020-10-24,7
2020-10-25,0
2020-10-26,64
2020-10-27,34
2020-10-28,0
2020-10-29,14
2020-10-30,17
2020-10-31,0
2020-11-01,1
2020-11-02,99
2020-11-03,145
2020-11-04,107
2020-11-05,218
2020-11-06,44
2020-11-07,0
2020-11-08,0
2020-11-09,186
2020-11-10,166
2020-11-11,102
2020-11-12,133
2020-11-13,182
2020-11-14,31
2020-11-15,1
2020-11-16,107
2020-11-17,116
2020-11-18,117
2020-11-19,141
2020-11-20,265
2020-11-21,16
2020-11-22,0
2020-11-23,71
2020-11-24,98
2020-11-25,82
2020-11-26,185
2020-11-27,238
2020-11-28,0
2020-11-29,10
2020-11-30,75
2020-12-01,124
2020-12-02,88
2020-12-03,141
2020-12-04,71
2020-12-05,5
2020-12-06,6
2020-12-07,119
2020-12-08,95
2020-12-09,29
2020-12-10,512
2020-12-11,161
2020-12-12,17
2020-12-13,10
2020-12-14,80
2020-12-15,115
2020-12-16,111
2020-12-17,327
2020-12-18,87
2020-12-19,0
2020-12-20,0
2020-12-21,128
2020-12-22,114
2020-12-23,125
2020-12-24,6
2020-12-25,0
2020-12-26,19
2020-12-27,1
2020-12-28,68
2020-12-29,150
2020-12-30,213
2020-12-31,2
2021-01-01,9
2021-01-02,0
2021-01-03,20
2021-01-04,70
2021-01-05,118
2021-01-06,163
2021-01-07,302
2021-01-08,105
2021-01-09,7
2021-01-10,0
2021-01-11,88
2021-01-12,111
2021-01-13,138
2021-01-14,271
2021-01-15,164
2021-01-16,0
2021-01-17,0
2021-01-18,113
2021-01-19,102
2021-01-20,78
2021-01-21,257
2021-01-22,201
2021-01-23,20
2021-01-24,0
2021-01-25,75
2021-01-26,73
2021-01-27,84
2021-01-28,220
2021-01-29,310
2021-01-30,0
2021-01-31,7
2021-02-01,45
2021-02-02,85
2021-02-03,84
2021-02-04,255
2021-02-05,260
2021-02-06,0
2021-02-07,0
2021-02-08,42
2021-02-09,260
2021-02-10,35
2021-02-11,195
2021-02-12,0
2021-02-13,0
2021-02-14,0
2021-02-15,28
2021-02-16,286
2021-02-17,232
2021-02-18,368
2021-02-19,220
2021-02-20,30
2021-02-21,0
2021-02-22,84
2021-02-23,384
2021-02-24,191
2021-02-25,366
2021-02-26,128
2021-02-27,2
2021-02-28,5
2021-03-01,49
2021-03-02,388
2021-03-03,412
2021-03-04,460
2021-03-05,96
2021-03-06,10
2021-03-07,0
2021-03-08,57
2021-03-09,460
2021-03-10,271
2021-03-11,20
2021-03-12,71
2021-03-13,20
2021-03-14,0
2021-03-15,86
2021-03-16,561
2021-03-17,314
2021-03-18,450
2021-03-19,196
2021-03-20,5
2021-03-21,5
2021-03-22,124
2021-03-23,444
2021-03-24,245
2021-03-25,507
2021-03-26,110
2021-03-27,15
2021-03-28,5
2021-03-29,81
2021-03-30,517
2021-03-31,307
2021-04-01,446
2021-04-02,17
2021-04-03,16
2021-04-04,0
2021-04-05,100
2021-04-06,614
2021-04-07,411
2021-04-08,500
2021-04-09,134
2021-04-10,30
2021-04-11,6
2021-04-12,57
2021-04-13,324
2021-04-14,226
2021-04-15,273
2021-04-16,137
2021-04-17,28
2021-04-18,0
2021-04-19,89
2021-04-20,0
2021-04-21,0
2021-04-22,556
2021-04-23,18
2021-04-24,3
2021-04-25,1
2021-04-26,69
2021-04-27,0
2021-04-28,218
2021-04-29,290
2021-04-30,62
2021-05-01,12
2021-05-02,1
2021-05-03,78
2021-05-04,496
2021-05-05,388
2021-05-06,588
2021-05-07,118
2021-05-08,5
2021-05-09,0
2021-05-10,75
2021-05-11,596
2021-05-12,51
2021-05-13,2
2021-05-14,6
2021-05-15,5
2021-05-16,15
2021-05-17,163
2021-05-18,366
2021-05-19,190
2021-05-20,545
2021-05-21,56
2021-05-22,6
2021-05-23,6
2021-05-24,81
2021-05-25,0
2021-05-26,2
2021-05-27,0
2021-05-28,36
2021-05-29,23
2021-05-30,7
2021-05-31,50
2021-06-01,15
2021-06-02,469
2021-06-03,494
2021-06-04,31
2021-06-05,5
2021-06-06,6
2021-06-07,51
2021-06-08,433
2021-06-09,0
2021-06-10,392
2021-06-11,71
2021-06-12,11
2021-06-13,5
2021-06-14,42
2021-06-15,0
2021-06-16,332
2021-06-17,415
2021-06-18,5
2021-06-19,7
2021-06-20,0
2021-06-21,43
2021-06-22,603
2021-06-23,345
2021-06-24,246
2021-06-25,22
2021-06-26,3
2021-06-27,0
2021-06-28,85
2021-06-29,523
2021-06-30,378
2021-07-01,281
2021-07-02,26
2021-07-03,23
2021-07-04,1
2021-07-05,60
2021-07-06,421
2021-07-07,424
2021-07-08,560
2021-07-09,34
2021-07-10,11
2021-07-11,4
2021-07-12,96
2021-07-13,0
2021-07-14,441
2021-07-15,549
2021-07-16,33
2021-07-17,14
2021-07-18,0
2021-07-19,60
2021-07-20,15
2021-07-21,387
2021-07-22,0
2021-07-23,36
2021-07-24,0
2021-07-25,20
2021-07-26,54
2021-07-27,573
2021-07-28,219
2021-07-29,0
2021-07-30,12
2021-07-31,10
2021-08-01,7
2021-08-02,59
2021-08-03,423
2021-08-04,225
2021-08-05,467
2021-08-06,24
2021-08-07,0
2021-08-08,6
2021-08-09,115
2021-08-10,397
2021-08-11,32
2021-08-12,0
2021-08-13,59
2021-08-14,0
2021-08-15,7
2021-08-16,37
2021-08-17,27
2021-08-18,594
2021-08-19,0
2021-08-20,38
2021-08-21,4
2021-08-22,0
2021-08-23,82
2021-08-24,0
2021-08-25,215
2021-08-26,381
2021-08-27,15
2021-08-28,3
2021-08-29,1
2021-08-30,56
2021-08-31,0
2021-09-01,390
2021-09-02,299
2021-09-03,7
2021-09-04,0
2021-09-05,0
2021-09-06,51
2021-09-07,539
2021-09-08,290
2021-09-09,359
2021-09-10,9
2021-09-11,5
2021-09-12,3
2021-09-13,119
2021-09-14,0
2021-09-15,254
2021-09-16,165
2021-09-17,24
2021-09-18,12
2021-09-19,10
2021-09-20,83
2021-09-21,0
2021-09-22,281
2021-09-23,262
2021-09-24,41
2021-09-25,5
2021-09-26,8
2021-09-27,73
2021-09-28,644
2021-09-29,309
2021-09-30,379
2021-10-01,33
2021-10-02,2
2021-10-03,2
2021-10-04,189
2021-10-05,640
2021-10-06,329
2021-10-07,385
2021-10-08,47
2021-10-09,10
2021-10-10,0
2021-10-11,360
2021-10-12,441
2021-10-13,234
2021-10-14,0
2021-10-15,22
2021-10-16,7
2021-10-17,2
2021-10-18,175
2021-10-19,238
2021-10-20,24
2021-10-21,651
2021-10-22,56
2021-10-23,10
2021-10-24,6
2021-10-25,327
2021-10-26,478
2021-10-27,184
2021-10-28,597
2021-10-29,53
2021-10-30,14
2021-10-31,0
2021-11-01,223
2021-11-02,426
2021-11-03,215
2021-11-04,432
2021-11-05,57
2021-11-06,12
2021-11-07,20
2021-11-08,451
2021-11-09,395
2021-11-10,323
2021-11-11,453
2021-11-12,35
2021-11-13,7
2021-11-14,7
2021-11-15,241
2021-11-16,471
2021-11-17,272
2021-11-18,380
2021-11-19,17
2021-11-20,16
2021-11-21,17
2021-11-22,316
2021-11-23,529
2021-11-24,211
2021-11-25,276
2021-11-26,54
2021-11-27,13
2021-11-28,0
2021-11-29,454
2021-11-30,432
2021-12-01,515
2021-12-02,506
2021-12-03,21
2021-12-04,20
2021-12-05,6
2021-12-06,406
2021-12-07,393
2021-12-08,0
2021-12-09,497
2021-12-10,27
2021-12-11,0
2021-12-12,0
2021-12-13,386
2021-12-14,390
2021-12-15,528
2021-12-16,553
2021-12-17,109
2021-12-18,11
2021-12-19,1
2021-12-20,403
2021-12-21,257
2021-12-22,484
2021-12-23,393
2021-12-24,99
2021-12-25,12
2021-12-26,11
2021-12-27,428
2021-12-28,486
2021-12-29,398
2021-12-30,5
2021-12-31,40
2022-01-01,0
2022-01-02,0
2022-01-03,70
2022-01-04,389
2022-01-05,421
2022-01-06,0
2022-01-07,159
2022-01-08,30
2022-01-09,0
2022-01-10,437
2022-01-11,410
2022-01-12,616
2022-01-13,0
2022-01-14,63
2022-01-15,15
2022-01-16,0
2022-01-17,304
2022-01-18,500
2022-01-19,511
2022-01-20,0
2022-01-21,136
2022-01-22,20
2022-01-23,3
2022-01-24,519
2022-01-25,449
2022-01-26,335
2022-01-27,453
2022-01-28,235
2022-01-29,10
2022-01-30,5
2022-01-31,90
2022-02-01,18
2022-02-02,0
2022-02-03,313
2022-02-04,76
2022-02-05,14
2022-02-06,2
2022-02-07,428
2022-02-08,0
2022-02-09,272
2022-02-10,326
2022-02-11,79
2022-02-12,2
2022-02-13,17
2022-02-14,400
2022-02-15,390
2022-02-16,420
2022-02-17,487
2022-02-18,212
2022-02-19,16
2022-02-20,6
2022-02-21,446
2022-02-22,626
2022-02-23,158
2022-02-24,296
2022-02-25,132
2022-02-26,8
2022-02-27,25
2022-02-28,0
2022-03-01,271
2022-03-02,303
2022-03-03,5
2022-03-04,125
2022-03-05,12
2022-03-06,4
2022-03-07,274
2022-03-08,170
2022-03-09,331
2022-03-10,163
2022-03-11,236
2022-03-12,5
2022-03-13,10
2022-03-14,312
2022-03-15,524
2022-03-16,298
2022-03-17,408
2022-03-18,203
2022-03-19,5
2022-03-20,12
2022-03-21,150
2022-03-22,147
2022-03-23,168
2022-03-24,224
2022-03-25,160
2022-03-26,14
2022-03-27,6
2022-03-28,118
2022-03-29,148
2022-03-30,0
2022-03-31,7
2022-04-01,66
2022-04-02,35
2022-04-03,1
2022-04-04,110
2022-04-05,112
2022-04-06,460
2022-04-07,380
2022-04-08,281
2022-04-09,1
2022-04-10,11
2022-04-11,222
2022-04-12,184
2022-04-13,553
2022-04-14,354
2022-04-15,12
2022-04-16,0
2022-04-17,10
2022-04-18,329
2022-04-19,230
2022-04-20,556
2022-04-21,353
2022-04-22,111
2022-04-23,5
2022-04-24,11
2022-04-25,373
2022-04-26,444
2022-04-27,643
2022-04-28,171
2022-04-29,35
2022-04-30,29
2022-05-01,38
2022-05-02,14
2022-05-03,8
2022-05-04,4
2022-05-05,7
2022-05-06,21
2022-05-07,8
2022-05-08,0
2022-05-09,0
2022-05-10,539
2022-05-11,225
2022-05-12,250
2022-05-13,155
2022-05-14,17
2022-05-15,0
2022-05-16,10
2022-05-17,579
2022-05-18,510
2022-05-19,394
2022-05-20,374
2022-05-21,20
2022-05-22,8
2022-05-23,401
2022-05-24,354
2022-05-25,520
2022-05-26,2
2022-05-27,229
2022-05-28,2
2022-05-29,6
2022-05-30,0
2022-05-31,0
2022-06-01,1
2022-06-02,0
2022-06-03,76
2022-06-04,16
2022-06-05,11
2022-06-06,146
2022-06-07,106
2022-06-08,90
2022-06-09,340
2022-06-10,152
2022-06-11,9
2022-06-12,0
2022-06-13,84
2022-06-14,128
2022-06-15,204
2022-06-16,310
2022-06-17,92
2022-06-18,12
2022-06-19,20
2022-06-20,0
2022-06-21,549
2022-06-22,213
2022-06-23,353
2022-06-24,116
2022-06-25,15
2022-06-26,8
2022-06-27,560
2022-06-28,413
2022-06-29,223
2022-06-30,0
2022-07-01,78
2022-07-02,0
2022-07-03,13
2022-07-04,605
2022-07-05,374
2022-07-06,102
2022-07-07,383
2022-07-08,23
2022-07-09,11
2022-07-10,5
2022-07-11,5
2022-07-12,21
2022-07-13,291
2022-07-14,241
2022-07-15,96
2022-07-16,19
2022-07-17,0
2022-07-18,352
2022-07-19,234
2022-07-20,521
2022-07-21,625
2022-07-22,13
2022-07-23,31
2022-07-24,11
2022-07-25,245
2022-07-26,385
2022-07-27,542
2022-07-28,608
2022-07-29,107
2022-07-30,8
2022-07-31,0
2022-08-01,279
2022-08-02,556
2022-08-03,297
2022-08-04,495
2022-08-05,125
2022-08-06,21
2022-08-07,0
2022-08-08,401
2022-08-09,276
2022-08-10,165
2022-08-11,360
2022-08-12,48
2022-08-13,5
2022-08-14,0
2022-08-15,275
2022-08-16,367
2022-08-17,20
2022-08-18,483
2022-08-19,64
2022-08-20,5
2022-08-21,3
2022-08-22,567
2022-08-23,354
2022-08-24,87
2022-08-25,391
2022-08-26,73
2022-08-27,20
2022-08-28,0
2022-08-29,541
2022-08-30,516
2022-08-31,334
2022-09-01,329
2022-09-02,77
2022-09-03,20
2022-09-04,7
2022-09-05,0
2022-09-06,492
2022-09-07,347
2022-09-08,604
2022-09-09,80
2022-09-10,3
2022-09-11,4
2022-09-12,315
2022-09-13,283
2022-09-14,274
2022-09-15,369
2022-09-16,47
2022-09-17,7
2022-09-18,9
2022-09-19,0
2022-09-20,301
2022-09-21,273
2022-09-22,615
2022-09-23,110
2022-09-24,10
2022-09-25,5
2022-09-26,143
2022-09-27,111
2022-09-28,119
2022-09-29,246
2022-09-30,62
2022-10-01,5
2022-10-02,0
2022-10-03,30
2022-10-04,0
2022-10-05,0
2022-10-06,579
2022-10-07,72
2022-10-08,39
2022-10-09,3
2022-10-10,0
2022-10-11,418
2022-10-12,379
2022-10-13,606
2022-10-14,93
2022-10-15,10
2022-10-16,7
2022-10-17,359
2022-10-18,227
2022-10-19,346
2022-10-20,493
2022-10-21,32
2022-10-22,11
2022-10-23,2
2022-10-24,631
2022-10-25,340
2022-10-26,401
2022-10-27,314
2022-10-28,51
2022-10-29,6
2022-10-30,6
2022-10-31,196
2022-11-01,271
2022-11-02,147
2022-11-03,57
2022-11-04,174
2022-11-05,4
2022-11-06,5
2022-11-07,556
2022-11-08,425
2022-11-09,303
2022-11-10,647
2022-11-11,159
2022-11-12,15
2022-11-13,0
2022-11-14,572
2022-11-15,0
2022-11-16,320
2022-11-17,437
2022-11-18,53
2022-11-19,6
2022-11-20,16
2022-11-21,177
2022-11-22,169
2022-11-23,123
2022-11-24,223
2022-11-25,36
2022-11-26,23
2022-11-27,3
2022-11-28,0
2022-11-29,482
2022-11-30,326
2022-12-01,313
2022-12-02,70
2022-12-03,28
2022-12-04,2
2022-12-05,259
2022-12-06,363
2022-12-07,633
2022-12-08,363
2022-12-09,51
2022-12-10,16
2022-12-11,17
2022-12-12,0
2022-12-13,374
2022-12-14,651
2022-12-15,0
2022-12-16,54
2022-12-17,32
2022-12-18,14
2022-12-19,356
2022-12-20,260
2022-12-21,147
2022-12-22,388
2022-12-23,177
2022-12-24,26
2022-12-25,9
2022-12-26,329
2022-12-27,560
2022-12-28,0
2022-12-29,627
2022-12-30,37
2022-12-31,13
