tgl_perawatan,total_jumlah_per_hari
2021-09-14,0
2021-09-15,370
2021-09-16,329
2021-09-17,14
2021-09-18,0
2021-09-19,0
2021-09-20,42
2021-09-21,0
2021-09-22,0
2021-09-23,241
2021-09-24,13
2021-09-25,22
2021-09-26,7
2021-09-27,52
2021-09-28,0
2021-09-29,510
2021-09-30,0
2021-10-01,5
2021-10-02,0
2021-10-03,3
2021-10-04,183
2021-10-05,0
2021-10-06,274
2021-10-07,393
2021-10-08,21
2021-10-09,1
2021-10-10,28
2021-10-11,247
2021-10-12,497
2021-10-13,285
2021-10-14,0
2021-10-15,30
2021-10-16,1
2021-10-17,1
2021-10-18,111
2021-10-19,228
2021-10-20,0
2021-10-21,0
2021-10-22,1
2021-10-23,22
2021-10-24,29
2021-10-25,311
2021-10-26,502
2021-10-27,333
2021-10-28,0
2021-10-29,9
2021-10-30,10
2021-10-31,0
2021-11-01,265
2021-11-02,335
2021-11-03,253
2021-11-04,0
2021-11-05,9
2021-11-06,13
2021-11-07,7
2021-11-08,0
2021-11-09,505
2021-11-10,416
2021-11-11,0
2021-11-12,18
2021-11-13,17
2021-11-14,4
2021-11-15,0
2021-11-16,0
2021-11-17,381
2021-11-18,446
2021-11-19,58
2021-11-20,31
2021-11-21,5
2021-11-22,0
2021-11-23,0
2021-11-24,344
2021-11-25,440
2021-11-26,32
2021-11-27,34
2021-11-28,14
2021-11-29,0
2021-11-30,0
2021-12-01,0
2021-12-02,440
2021-12-03,113
2021-12-04,29
2021-12-05,12
2021-12-06,361
2021-12-07,316
2021-12-08,0
2021-12-09,0
2021-12-10,14
2021-12-11,13
2021-12-12,19
2021-12-13,452
2021-12-14,314
2021-12-15,0
2021-12-16,340
2021-12-17,79
2021-12-18,10
2021-12-19,7
2021-12-20,496
2021-12-21,448
2021-12-22,0
2021-12-23,0
2021-12-24,36
2021-12-25,33
2021-12-26,30
2021-12-27,468
2021-12-28,0
2021-12-29,0
2021-12-30,18
2021-12-31,79
2022-01-01,298
2022-01-02,33
2022-01-03,63
2022-01-04,19
2022-01-05,17
2022-01-06,6
2022-01-07,14
2022-01-08,42
2022-01-09,3
2022-01-10,1
2022-01-11,6
2022-01-12,10
2022-01-13,0
2022-01-14,24
2022-01-15,0
2022-01-16,0
2022-01-17,7
2022-01-18,85
2022-01-19,402
2022-01-20,0
2022-01-21,20
2022-01-22,17
2022-01-23,24
2022-01-24,272
2022-01-25,0
2022-01-26,213
2022-01-27,0
2022-01-28,47
2022-01-29,3
2022-01-30,36
2022-01-31,55
2022-02-01,12
2022-02-02,0
2022-02-03,0
2022-02-04,4
2022-02-05,44
2022-02-06,1
2022-02-07,297
2022-02-08,448
2022-02-09,246
2022-02-10,0
2022-02-11,10
2022-02-12,4
2022-02-13,22
2022-02-14,444
2022-02-15,215
2022-02-16,452
2022-02-17,245
2022-02-18,94
2022-02-19,12
2022-02-20,7
2022-02-21,178
2022-02-22,0
2022-02-23,429
2022-02-24,329
2022-02-25,6
2022-02-26,4
2022-02-27,29
2022-02-28,3
2022-03-01,505
2022-03-02,227
2022-03-03,0
2022-03-04,0
2022-03-05,4
2022-03-06,19
2022-03-07,39
2022-03-08,24
2022-03-09,17
2022-03-10,23
2022-03-11,33
2022-03-12,3
2022-03-13,34
2022-03-14,17
2022-03-15,23
2022-03-16,9
2022-03-17,5
2022-03-18,33
2022-03-19,9
2022-03-20,6
2022-03-21,16
2022-03-22,147
2022-03-23,322
2022-03-24,135
2022-03-25,163
2022-03-26,3
2022-03-27,9
2022-03-28,141
2022-03-29,37
2022-03-30,407
2022-03-31,6
2022-04-01,27
2022-04-02,0
2022-04-03,14
2022-04-04,105
2022-04-05,74
2022-04-06,0
2022-04-07,0
2022-04-08,86
2022-04-09,30
2022-04-10,14
2022-04-11,120
2022-04-12,328
2022-04-13,449
2022-04-14,384
2022-04-15,61
2022-04-16,6
2022-04-17,15
2022-04-18,254
2022-04-19,341
2022-04-20,354
2022-04-21,445
2022-04-22,19
2022-04-23,25
2022-04-24,29
2022-04-25,313
2022-04-26,439
2022-04-27,294
2022-04-28,256
2022-04-29,5
2022-04-30,33
2022-05-01,4
2022-05-02,10
2022-05-03,7
2022-05-04,3
2022-05-05,16
2022-05-06,32
2022-05-07,37
2022-05-08,20
2022-05-09,0
2022-05-10,0
2022-05-11,229
2022-05-12,319
2022-05-13,135
2022-05-14,40
2022-05-15,18
2022-05-16,8
2022-05-17,0
2022-05-18,471
2022-05-19,315
2022-05-20,216
2022-05-21,51
2022-05-22,25
2022-05-23,223
2022-05-24,311
2022-05-25,328
2022-05-26,14
2022-05-27,216
2022-05-28,17
2022-05-29,27
2022-05-30,0
2022-05-31,0
2022-06-01,18
2022-06-02,0
2022-06-03,38
2022-06-04,30
2022-06-05,28
2022-06-06,58
2022-06-07,70
2022-06-08,89
2022-06-09,234
2022-06-10,176
2022-06-11,6
2022-06-12,20
2022-06-13,167
2022-06-14,89
2022-06-15,101
2022-06-16,288
2022-06-17,67
2022-06-18,13
2022-06-19,49
2022-06-20,0
2022-06-21,0
2022-06-22,361
2022-06-23,345
2022-06-24,14
2022-06-25,29
2022-06-26,31
2022-06-27,0
2022-06-28,372
2022-06-29,79
2022-06-30,0
2022-07-01,3
2022-07-02,2
2022-07-03,39
2022-07-04,0
2022-07-05,300
2022-07-06,118
2022-07-07,369
2022-07-08,29
2022-07-09,36
2022-07-10,31
2022-07-11,28
2022-07-12,12
2022-07-13,264
2022-07-14,216
2022-07-15,170
2022-07-16,33
2022-07-17,21
2022-07-18,187
2022-07-19,107
2022-07-20,490
2022-07-21,276
2022-07-22,7
2022-07-23,6
2022-07-24,20
2022-07-25,174
2022-07-26,209
2022-07-27,395
2022-07-28,413
2022-07-29,21
2022-07-30,17
2022-07-31,24
2022-08-01,165
2022-08-02,394
2022-08-03,175
2022-08-04,296
2022-08-05,78
2022-08-06,22
2022-08-07,30
2022-08-08,392
2022-08-09,438
2022-08-10,167
2022-08-11,519
2022-08-12,39
2022-08-13,9
2022-08-14,12
2022-08-15,330
2022-08-16,354
2022-08-17,19
2022-08-18,365
2022-08-19,21
2022-08-20,28
2022-08-21,40
2022-08-22,0
2022-08-23,221
2022-08-24,96
2022-08-25,458
2022-08-26,51
2022-08-27,21
2022-08-28,54
2022-08-29,0
2022-08-30,475
2022-08-31,377
2022-09-01,375
2022-09-02,52
2022-09-03,17
2022-09-04,8
2022-09-05,0
2022-09-06,259
2022-09-07,102
2022-09-08,0
2022-09-09,21
2022-09-10,8
2022-09-11,18
2022-09-12,387
2022-09-13,302
2022-09-14,303
2022-09-15,369
2022-09-16,36
2022-09-17,18
2022-09-18,12
2022-09-19,0
2022-09-20,356
2022-09-21,269
2022-09-22,0
2022-09-23,22
2022-09-24,39
2022-09-25,39
2022-09-26,134
2022-09-27,115
2022-09-28,72
2022-09-29,83
2022-09-30,14
2022-10-01,3
2022-10-02,30
2022-10-03,81
2022-10-04,0
2022-10-05,0
2022-10-06,421
2022-10-07,8
2022-10-08,10
2022-10-09,17
2022-10-10,0
2022-10-11,0
2022-10-12,480
2022-10-13,0
2022-10-14,83
2022-10-15,26
2022-10-16,28
2022-10-17,365
2022-10-18,258
2022-10-19,342
2022-10-20,508
2022-10-21,56
2022-10-22,40
2022-10-23,28
2022-10-24,0
2022-10-25,166
2022-10-26,465
2022-10-27,237
2022-10-28,38
2022-10-29,50
2022-10-30,27
2022-10-31,175
2022-11-01,183
2022-11-02,185
2022-11-03,56
2022-11-04,106
2022-11-05,5
2022-11-06,27
2022-11-07,0
2022-11-08,334
2022-11-09,202
2022-11-10,519
2022-11-11,72
2022-11-12,55
2022-11-13,28
2022-11-14,0
2022-11-15,0
2022-11-16,319
2022-11-17,293
2022-11-18,49
2022-11-19,20
2022-11-20,58
2022-11-21,36
2022-11-22,66
2022-11-23,40
2022-11-24,169
2022-11-25,27
2022-11-26,8
2022-11-27,18
2022-11-28,0
2022-11-29,0
2022-11-30,326
2022-12-01,267
2022-12-02,28
2022-12-03,43
2022-12-04,14
2022-12-05,342
2022-12-06,410
2022-12-07,0
2022-12-08,431
2022-12-09,37
2022-12-10,48
2022-12-11,19
2022-12-12,0
2022-12-13,353
2022-12-14,498
2022-12-15,0
2022-12-16,26
2022-12-17,42
2022-12-18,24
2022-12-19,343
2022-12-20,170
2022-12-21,31
2022-12-22,413
2022-12-23,98
2022-12-24,23
2022-12-25,5
2022-12-26,366
2022-12-27,495
2022-12-28,0
2022-12-29,0
2022-12-30,15
2022-12-31,36
